timestamp,cpu_usage,memory_usage,http_uptime
2025-10-21T21:05:31,12.560307025909424,38.8174,0
2025-10-21T21:06:02,12.540834903717041,41.2849,0
2025-10-21T21:06:32,12.301295757293701,39.5032,0
2025-10-21T21:07:02,5.113636255264282,38.6836,0
2025-10-21T21:07:32,6.595744729042053,39.2302,0
2025-10-21T21:08:02,8.887061357498169,37.9004,0
2025-10-21T21:08:32,10.256680011749268,39.0629,0
2025-10-21T21:09:02,88.5272331237793,41.4195,0
2025-10-21T21:09:34,100,51.556,0
2025-10-21T21:10:15,100,54.8023,0
2025-10-21T21:10:54,100,57.3456,0
2025-10-21T21:11:43,100,64.5089,0
2025-10-21T21:12:36,100,66.1425,0
2025-10-21T21:13:06,16.206140518188477,39.4599,0
2025-10-21T21:13:36,11.448724746704102,39.8371,0
2025-10-21T21:14:06,11.78729248046875,40.1753,0
2025-10-21T21:14:37,11.259968042373657,40.7925,0
2025-10-21T21:15:07,10.772143840789795,40.358,0
2025-10-21T21:15:37,9.847508907318115,41.1887,0
2025-10-21T21:16:07,8.887061357498169,40.8381,0
2025-10-21T21:16:37,11.224489688873291,41.0232,0
2025-10-21T21:17:07,10.309278011322021,40.7181,0
2025-10-21T21:17:37,15.256410121917725,40.3903,0
2025-10-21T21:18:07,9.858247518539429,40.1324,0
2025-10-21T21:18:37,11.977040767669678,40.272,0
2025-10-21T21:19:07,10.204081535339355,39.6581,0
2025-10-21T21:19:37,9.31593632698059,40.8323,0
2025-10-21T21:20:07,9.386868953704834,40.1383,0
2025-10-21T21:20:38,4.811293601989746,40.6364,0
2025-10-21T21:21:08,11.21848750114441,40.5482,0
2025-10-21T21:21:38,9.768282175064087,39.7962,0
2025-10-21T21:22:08,11.3450288772583,40.5494,0
2025-10-21T21:22:38,18.024691581726074,41.2607,0
2025-10-21T21:23:08,12.267157077789307,40.9468,0
2025-10-21T21:23:38,12.071608066558838,40.9832,0
2025-10-21T21:24:08,21.840354681015015,40.3181,0
2025-10-21T21:24:38,10.761624336242676,40.7844,0
2025-10-21T21:25:08,11.224489688873291,40.6863,0
2025-10-21T21:25:38,100,53.9012,0
2025-10-21T21:26:10,0,0,0
2025-10-21T21:27:10,100,68.8555,0
2025-10-21T21:27:47,10.36834192276001,40.6176,0
2025-10-21T21:28:17,19.60869550704956,40.916,0
2025-10-21T21:28:47,15.610799312591553,41.7367,0
2025-10-21T21:29:17,7.785087823867798,42.2891,0
2025-10-21T21:29:47,10.50881290435791,40.8658,0
2025-10-21T21:30:17,13.328423976898193,39.9745,0
2025-10-21T21:30:48,12.941176414489746,40.3407,0
2025-10-21T21:31:18,16.914830207824707,41.0009,0
2025-10-21T21:31:49,95.45454406738281,43.1231,0
2025-10-21T21:32:21,100,55.033,0
2025-10-21T21:33:07,100,63.5735,0
2025-10-21T21:33:41,100,67.531,0
2025-10-21T21:34:11,12.541666984558105,41.0022,0
2025-10-21T21:34:41,23.741148948669434,41.8258,0
2025-10-21T21:35:13,23.117408752441406,41.0033,0
2025-10-21T21:35:43,57.272727966308594,45.3512,0
2025-10-21T21:36:14,5.545386791229248,41.0481,0
2025-10-21T21:36:44,6.050677061080933,41.4058,0
2025-10-21T21:37:15,16.089351177215576,40.5495,0
2025-10-21T21:37:45,8.371710538864136,40.8606,0
2025-10-21T21:38:15,14.78977108001709,41.1705,0
2025-10-21T21:38:45,9.201388597488403,40.5584,0
2025-10-21T21:39:15,89.75274658203125,44.4747,0
2025-10-21T21:39:46,56.96678638458252,44.4545,0
2025-10-21T21:40:16,66.46341514587402,42.2929,0
2025-10-21T21:40:47,13.124551773071289,40.4595,0
2025-10-21T21:41:17,7.923315763473511,41.759,0
2025-10-21T21:41:47,13.66738510131836,41.303,0
2025-10-21T21:42:17,8.434959411621094,42.0392,0
2025-10-21T21:42:47,57,40.9861,0
2025-10-21T21:43:18,11.48924732208252,42.1765,0
2025-10-21T21:43:48,3.6189862489700317,41.5973,0
2025-10-21T21:44:19,8.562271118164062,41.3191,0
2025-10-21T21:44:49,15.869033336639404,41.1941,0
2025-10-21T21:45:19,92.30769348144531,41.7687,0
