timestamp,cpu_usage,memory_usage,http_uptime
2025-11-07T20:29:49,0.006987012987012954,1517588480.0,1.0
2025-11-07T20:29:59,0.013403084787498699,1667129344.0,1.0
2025-11-07T20:30:09,0.03810528175050519,1594171392.0,0.9166666666666666
2025-11-07T20:30:19,0.06288540362506691,2143019008.0,0.75
2025-11-07T20:30:29,0.0871590135745196,2146656256.0,0.5833333333333334
2025-11-07T20:30:39,0.11145454545454549,2148937728.0,0.4166666666666667
2025-11-07T20:30:49,0.13601298701298692,2202972160.0,0.25
2025-11-07T20:30:59,0.12702597402597401,2301833216.0,0.18181818181818182
2025-11-07T20:31:09,0.10897006342626499,2308202496.0,0.09090909090909091
2025-11-07T20:31:19,0.09049350649350642,2319466496.0,0.09090909090909091
2025-11-07T20:31:29,0.07194543575038828,2319400960.0,0.09090909090909091
2025-11-07T20:31:39,0.053480519480519476,2329640960.0,0.09090909090909091
2025-11-07T20:31:49,0.04080519480519474,2329808896.0,0.09090909090909091
2025-11-07T20:31:59,0.04076623376623375,2332012544.0,0.0
2025-11-07T20:32:09,0.04077922077922079,2335297536.0,0.0
2025-11-07T20:32:19,0.045987012987013014,2351190016.0,0.16666666666666666
2025-11-07T20:32:29,0.05312987012987013,2367795200.0,0.3333333333333333
2025-11-07T20:32:39,0.04707792207792207,1558753280.0,0.5
2025-11-07T20:32:49,0.04072579178938947,1558687744.0,0.6666666666666666
2025-11-07T20:32:59,0.03500000000000005,1557712896.0,0.8333333333333334
2025-11-07T20:33:09,0.029194805194805214,1557893120.0,1.0
