timestamp,cpu_usage,memory_usage,http_uptime
2025-11-10T19:22:51,2.4320875459583227,331.96484375,1.0
2025-11-10T19:23:01,2.470898658234974,331.55078125,1.0
2025-11-10T19:23:11,2.4900548899762738,330.89453125,1.0
2025-11-10T19:23:21,2.498994008843704,332.28515625,1.0
2025-11-10T19:23:31,2.2036030338141823,332.1484375,1.0
2025-11-10T19:23:42,2.1885317925174155,331.953125,1.0
2025-11-10T19:23:52,2.425271452755392,331.27734375,1.0
2025-11-10T19:24:02,2.1938343221324765,331.34765625,1.0
2025-11-10T19:24:12,2.51679240988771,330.828125,1.0
2025-11-10T19:24:22,2.513193728550915,330.88671875,1.0
2025-11-10T19:24:32,2.4408235890752064,331.89453125,1.0
2025-11-10T19:24:42,2.4474332527523956,332.62890625,1.0
2025-11-10T19:24:52,2.760270456672654,336.796875,0.9128787878787878
2025-11-10T19:25:02,81.531281186227,335.75390625,0.7916666666666667
2025-11-10T19:25:12,111.65408271641333,338.44921875,0.7083333333333333
2025-11-10T19:25:22,170.87487072682788,339.3125,0.5909090909090908
2025-11-10T19:25:32,178.4415479719808,339.2109375,0.5454545454545454
2025-11-10T19:25:42,189.72777833049992,336.01953125,0.5454545454545454
2025-11-10T19:25:52,190.0430666895438,342.11328125,0.5
2025-11-10T19:26:02,190.38975718823266,341.6328125,0.5
2025-11-10T19:26:12,189.43783852177046,342.55859375,0.5416666666666667
2025-11-10T19:26:22,191.95760088318144,342.8046875,0.5416666666666667
2025-11-10T19:26:32,191.01353312421182,342.109375,0.5833333333333334
2025-11-10T19:26:42,190.8827298430468,338.93359375,0.5909090909090908
2025-11-10T19:26:52,176.65465950463542,336.1171875,0.7083333333333333
2025-11-10T19:27:02,115.52812625621102,335.8828125,0.75
2025-11-10T19:27:12,108.7355620275915,336.26171875,0.7916666666666667
2025-11-10T19:27:22,55.218433884053056,336.296875,0.875
2025-11-10T19:27:32,2.970837194722498,334.58984375,0.9583333333333333
2025-11-10T19:27:42,2.225993707307967,336.8125,1.0
2025-11-10T19:27:52,2.41187866603723,336.04296875,1.0
2025-11-10T19:28:02,2.433314392569859,336.47265625,1.0
2025-11-10T19:28:12,2.340879143808634,336.07421875,1.0
2025-11-10T19:28:22,2.4337153016843995,336.28125,1.0
2025-11-10T19:28:32,2.3448127313792444,336.0546875,1.0
